Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,SUM,MAX,Avg, 
P460,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,19,2,0.365384615,
P461,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,11,2,0.211538462,
P462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,1,0.134615385,
P463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0.115384615,
P464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0.134615385,
P465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,0.115384615,
P466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0.057692308,
P467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0.038461538,
P469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,7,2,0.134615385,
P471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.038461538,
P472,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,2,0.230769231,
P473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0.057692308,
P475,3,5,1,2,2,3,4,0,3,0,2,4,1,3,6,1,4,4,1,4,4,6,2,2,3,4,0,4,2,1,0,2,0,3,3,6,0,1,7,0,1,2,1,3,2,4,2,7,1,2,3,2,0,133,7,2.557692308,
P476,1,0,1,1,3,0,0,0,2,2,1,1,2,0,0,1,0,0,2,0,2,2,0,0,0,1,0,1,1,0,1,0,2,2,2,0,1,0,0,3,4,0,0,1,2,0,4,2,4,1,2,4,0,59,4,1.134615385,
P477,1,0,1,0,0,1,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,1,1,1,3,2,1,0,3,0,3,0,0,1,0,1,2,0,0,3,0,40,3,0.769230769,
P478,1,0,0,2,3,0,1,0,0,0,1,0,1,2,0,0,1,3,2,2,0,1,0,0,2,5,1,0,3,1,0,0,1,1,0,0,1,2,0,0,4,1,2,2,1,1,0,0,1,1,2,3,0,55,5,1.057692308,
P479,0,3,1,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,5,3,0,1,1,0,1,0,1,1,0,1,0,0,0,0,2,4,2,2,2,0,4,0,47,5,0.903846154,
P480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,21,3,0.403846154,
P481,1,2,0,0,0,0,1,1,1,0,1,1,2,2,1,2,2,1,1,2,0,3,0,1,3,3,1,1,4,1,0,1,2,1,1,2,3,1,0,0,0,1,0,2,3,1,3,0,2,2,1,5,0,69,5,1.326923077,
P482,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,2,1,1,3,1,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,2,0,3,0,2,0,1,1,2,0,33,3,0.634615385,
P483,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,17,2,0.326923077,
P484,3,5,3,6,10,5,2,1,4,1,5,8,10,4,7,2,8,2,6,3,4,4,8,3,4,4,5,3,2,1,3,9,5,3,6,1,2,5,2,2,3,5,6,3,6,2,5,3,6,8,8,2,1,228,10,4.384615385,
P485,15,9,8,11,12,12,13,13,12,9,13,6,15,6,13,10,14,13,8,9,10,9,9,10,9,12,9,7,7,8,10,8,8,6,7,10,10,10,7,16,4,6,10,9,10,7,9,11,4,8,11,8,4,500,16,9.615384615,
P486,16,30,25,11,23,19,27,15,30,23,19,22,16,17,19,20,30,15,24,15,18,16,15,23,20,20,15,11,9,12,21,26,20,12,16,14,11,15,24,14,19,20,19,14,18,13,17,15,11,13,18,20,9,945,30,18.17307692,
P487,7,10,15,12,14,10,9,12,15,11,10,16,19,10,14,13,18,10,16,17,17,6,19,16,13,18,6,10,11,11,10,10,13,12,16,10,9,16,12,10,8,6,9,11,8,14,10,13,8,7,8,20,6,625,20,12.01923077,
P488,10,11,10,9,9,14,16,12,9,10,10,11,12,18,8,10,18,19,15,10,12,16,13,10,12,14,9,5,9,15,14,7,8,4,12,6,9,6,10,7,10,10,10,9,21,9,7,8,8,8,11,9,4,559,21,10.75,
P489,5,8,4,8,6,5,4,5,4,8,7,5,4,7,7,6,3,7,6,4,6,4,4,5,7,5,3,1,1,3,2,3,2,3,5,2,8,4,1,7,5,3,2,3,7,1,0,2,1,7,6,4,0,230,8,4.423076923,
P490,6,7,6,12,13,9,5,3,13,11,9,3,11,18,9,7,8,7,11,10,8,5,4,12,9,17,6,6,4,7,6,9,4,10,6,8,4,9,7,2,9,8,10,10,8,3,14,14,8,11,11,6,2,433,18,8.326923077,
P491,19,20,27,23,19,30,23,23,13,12,14,28,11,15,24,15,25,28,22,17,16,19,21,15,16,18,14,10,14,16,11,16,10,17,17,16,13,22,13,16,14,12,18,22,17,16,21,12,19,16,21,21,10,927,30,17.82692308,
P492,9,14,14,13,5,16,9,13,8,10,8,17,4,9,16,9,8,9,11,7,14,19,21,10,20,10,4,6,12,7,2,10,14,18,5,8,16,8,8,7,11,9,8,5,15,11,12,9,14,16,8,10,2,556,21,10.69230769,
P493,9,9,12,5,11,10,12,10,12,17,12,11,9,17,11,15,9,10,13,20,8,12,18,8,8,18,6,9,8,8,9,6,7,7,11,11,13,11,14,9,13,10,11,11,9,4,12,10,12,10,11,9,4,557,20,10.71153846,
P494,6,13,12,15,16,19,9,18,11,12,8,8,19,11,11,21,13,8,13,10,21,12,4,13,30,14,4,5,7,15,8,11,13,15,15,16,10,10,9,8,8,11,4,14,8,12,7,16,9,8,8,15,4,613,30,11.78846154,
P495,16,15,27,14,19,12,13,11,17,31,20,16,10,24,23,17,19,16,19,13,11,15,18,17,18,29,12,15,5,18,10,9,16,8,13,10,14,13,13,13,21,16,19,15,13,10,11,16,14,17,21,24,5,826,31,15.88461538,
P496,5,3,13,11,10,9,19,19,5,10,10,13,13,10,9,6,9,7,7,13,7,12,13,10,9,15,6,8,8,6,7,3,7,3,3,4,10,5,6,11,6,6,13,13,12,10,6,11,7,13,5,11,3,467,19,8.980769231,
P497,5,4,4,3,2,2,2,6,5,4,4,8,7,9,3,7,6,2,6,4,1,1,3,8,6,9,3,5,2,3,4,2,6,5,5,2,6,3,3,2,6,2,7,4,3,7,4,6,4,8,5,4,1,232,9,4.461538462,
P498,4,4,6,8,8,1,6,5,7,8,2,6,5,5,3,3,3,5,3,2,5,1,4,5,7,2,3,4,3,2,5,5,3,2,3,6,6,2,3,3,1,3,1,1,1,1,5,4,3,5,2,4,1,199,8,3.826923077,
P499,11,13,12,18,8,9,14,9,8,6,10,13,8,7,9,6,14,9,10,4,15,8,9,14,10,10,13,7,7,6,5,9,6,6,8,5,2,10,10,8,7,6,8,5,6,6,8,9,12,2,10,12,2,457,18,8.788461538,
P500,8,8,3,4,13,9,5,6,10,8,10,4,12,6,11,7,5,6,8,3,6,7,4,9,8,4,6,7,5,6,8,7,4,4,8,6,4,8,7,4,4,2,5,6,5,3,4,5,3,5,8,6,2,324,13,6.230769231,
P501,4,5,4,2,6,5,6,11,2,5,11,2,8,4,1,9,7,11,4,2,7,11,6,8,5,6,8,4,2,3,5,3,4,3,7,4,2,3,11,1,5,2,4,4,1,4,9,5,4,2,5,8,1,265,11,5.096153846,
P502,11,15,19,15,14,11,12,11,16,15,13,11,13,10,8,10,20,18,13,14,8,5,17,11,21,18,3,15,9,9,12,17,8,5,13,5,13,14,14,11,15,12,11,8,8,4,11,13,22,17,18,15,3,651,22,12.51923077,
P503,13,19,15,13,22,23,10,12,14,12,23,14,12,23,13,14,7,12,20,22,17,13,17,17,36,19,7,12,5,11,10,8,17,11,14,13,15,12,12,10,16,17,14,13,16,14,27,16,20,22,26,21,5,811,36,15.59615385,
P504,10,13,11,5,13,12,16,12,15,12,11,13,13,8,11,21,7,17,13,9,16,13,10,15,16,10,15,7,10,5,6,12,14,5,8,8,9,9,12,4,7,8,6,10,17,9,11,14,11,13,18,12,4,582,21,11.19230769,
P505,23,4,16,24,19,15,16,17,18,17,16,13,18,17,16,16,20,16,16,13,19,19,22,14,18,24,15,11,12,9,8,10,8,15,10,13,16,15,19,17,10,9,20,11,11,15,12,9,21,16,28,11,4,797,28,15.32692308,
P506,23,16,9,11,16,19,23,16,16,18,8,22,11,20,11,12,17,12,13,13,21,13,7,18,12,18,9,6,5,14,9,7,11,6,6,11,9,8,9,4,15,5,7,9,4,4,11,14,12,10,18,13,4,631,23,12.13461538,
P507,11,27,11,22,9,15,18,21,18,18,20,19,18,24,17,16,20,19,24,14,25,21,27,36,28,23,6,10,9,16,11,17,11,15,11,13,18,13,11,14,10,16,15,7,14,12,9,14,13,22,19,28,6,875,36,16.82692308,
P508,9,10,9,12,11,17,4,10,8,10,7,9,12,7,12,9,7,6,12,14,5,9,12,13,14,10,3,6,10,14,4,8,8,9,6,11,6,9,5,8,4,7,7,11,5,7,4,7,8,5,14,12,3,456,17,8.769230769,
P509,9,5,5,2,9,3,13,4,5,7,4,6,7,6,7,4,7,6,4,4,8,6,5,12,11,4,5,2,4,4,4,3,3,6,6,6,4,6,7,7,4,4,5,3,5,4,9,5,7,5,7,6,2,294,13,5.653846154,
P510,9,4,10,6,5,11,10,6,6,9,9,8,11,7,7,8,7,9,5,13,10,7,12,5,12,15,8,3,5,4,4,2,5,5,10,3,8,3,5,7,6,4,5,8,10,3,6,4,7,10,9,14,2,379,15,7.288461538,
P511,25,23,30,33,20,27,31,26,21,42,22,30,33,27,28,32,31,28,25,27,31,19,17,28,33,38,24,25,24,19,22,18,25,16,18,17,23,20,23,24,26,21,22,19,21,19,22,21,25,21,19,28,16,1289,42,24.78846154,
P512,17,17,16,16,27,18,17,17,16,20,21,14,19,10,18,26,20,17,25,14,20,27,21,29,33,30,12,8,12,12,20,11,8,14,17,14,17,15,12,15,17,18,10,14,22,22,19,20,19,29,26,35,8,963,35,18.51923077,
P513,22,23,25,21,25,17,10,23,24,21,18,24,16,18,22,23,27,17,20,20,13,19,21,20,25,12,15,9,15,17,7,11,17,24,16,20,11,18,8,10,15,17,14,13,17,16,18,17,18,12,19,22,7,922,27,17.73076923,
P514,7,14,13,11,9,19,7,12,16,7,9,15,9,13,8,21,12,13,10,8,13,13,9,13,16,20,16,10,11,7,6,5,7,11,9,19,10,4,8,8,12,20,8,15,10,11,9,13,12,7,13,16,4,594,21,11.42307692,
P515,10,15,15,14,12,8,8,9,6,11,11,10,6,6,17,11,17,12,7,7,12,8,12,15,14,13,11,10,8,5,8,8,7,8,4,7,4,5,9,4,9,7,6,8,5,6,6,11,7,9,8,12,4,478,17,9.192307692,
P516,24,18,15,21,20,19,21,25,21,13,31,20,23,18,16,18,15,25,23,25,26,9,23,23,22,26,15,16,15,20,13,15,16,17,19,13,14,17,17,15,22,14,23,12,13,12,21,19,11,20,20,20,9,969,31,18.63461538,
P517,15,15,11,11,20,16,10,13,10,13,11,10,15,17,6,22,13,11,13,12,17,10,18,12,18,13,5,10,3,7,14,8,11,7,6,7,13,12,20,9,7,10,9,2,12,11,5,10,12,14,12,14,2,602,22,11.57692308,
P518,15,6,14,12,11,18,8,9,14,7,15,15,9,16,11,9,9,11,5,13,10,10,11,14,11,16,6,5,12,4,9,7,5,8,9,9,6,12,8,7,5,7,5,14,4,3,4,9,5,9,15,17,3,503,18,9.673076923,
P519,30,26,16,16,23,30,21,18,27,23,16,24,22,27,8,26,27,24,16,23,20,19,22,15,18,25,16,16,13,11,9,16,10,21,16,15,4,16,21,15,24,21,18,16,25,16,13,7,16,7,22,21,4,967,30,18.59615385,
P520,9,12,11,16,8,9,18,12,18,14,13,14,14,15,12,13,15,18,12,18,8,19,13,12,14,15,7,3,12,11,11,9,13,14,13,9,8,5,8,6,8,11,14,11,13,11,8,9,12,18,15,22,3,633,22,12.17307692,
P521,8,14,14,11,14,12,6,6,7,21,13,13,10,7,18,7,6,14,6,9,11,18,15,9,10,11,7,9,5,9,4,9,12,11,3,8,8,10,12,7,12,15,15,7,10,10,7,12,10,5,9,10,3,526,21,10.11538462,
P522,12,15,16,10,19,11,9,6,10,7,19,14,11,13,12,9,15,13,10,10,10,15,9,11,13,18,5,9,9,11,4,13,15,4,10,8,10,12,12,8,12,7,10,6,6,5,13,7,7,9,17,9,4,555,19,10.67307692,
P523,8,14,12,16,18,9,16,19,10,10,19,9,11,17,12,11,19,10,13,10,16,15,14,13,15,15,8,5,8,7,8,8,8,8,9,13,9,8,7,11,16,7,9,10,8,10,9,9,10,12,10,13,5,591,19,11.36538462,
P524,14,9,10,7,11,8,8,6,11,10,10,20,22,15,6,14,10,10,16,12,10,12,12,12,9,14,8,9,4,11,11,3,7,6,11,7,7,5,6,7,4,16,13,9,11,10,8,5,9,8,8,12,3,513,22,9.865384615,
P525,15,12,15,15,5,7,14,10,21,16,11,12,10,14,13,17,11,14,10,14,14,14,14,15,20,12,12,12,10,7,15,7,13,12,8,15,13,11,12,17,4,8,10,12,13,12,12,8,12,9,15,11,4,635,21,12.21153846,
P526,9,13,15,18,15,10,10,17,20,14,15,20,12,11,20,17,18,24,15,19,23,20,26,23,34,25,9,11,13,14,8,10,16,14,11,8,10,17,13,17,11,8,12,10,11,23,20,11,17,16,16,27,8,816,34,15.69230769,
P527,7,18,11,14,9,16,15,17,8,17,13,11,7,16,16,8,11,12,5,13,8,13,10,7,13,10,7,10,5,7,11,6,10,9,12,11,12,11,9,5,8,17,8,10,6,19,13,11,7,7,18,11,5,565,19,10.86538462,
P528,9,9,10,5,13,22,14,11,17,15,9,18,17,10,10,14,10,11,12,11,11,17,9,18,19,16,3,5,12,2,10,4,9,10,7,8,5,10,10,9,5,9,14,6,6,15,7,10,14,11,12,16,2,566,22,10.88461538,
P529,13,17,15,11,13,14,13,10,15,7,16,16,19,15,16,14,9,17,14,7,19,12,13,17,19,11,4,11,10,10,10,16,10,16,11,15,6,10,12,11,11,9,11,13,11,17,11,7,13,15,11,15,4,658,19,12.65384615,
P530,20,11,22,14,15,20,15,17,14,21,16,20,10,14,14,16,18,19,15,17,22,24,21,22,22,21,14,7,7,10,9,11,14,19,6,15,9,15,12,14,19,15,17,16,16,15,14,15,14,14,22,21,6,820,24,15.76923077,
P531,4,8,3,2,4,5,3,6,3,3,5,5,8,3,10,4,5,5,3,9,3,5,4,3,4,9,5,6,5,9,3,2,6,4,5,4,5,4,3,7,4,9,3,5,1,5,7,5,5,6,4,6,1,254,10,4.884615385,
P532,15,5,10,8,12,8,8,6,15,4,9,7,7,18,14,6,9,8,5,7,9,13,14,14,17,12,7,5,7,5,6,5,13,6,12,9,9,7,14,3,9,7,7,9,4,9,9,12,6,10,8,15,3,473,18,9.096153846,
P533,28,33,21,37,20,28,29,23,27,23,23,24,29,37,41,26,29,22,23,26,35,20,27,19,28,29,24,20,19,15,16,20,23,22,24,15,20,18,24,13,22,23,19,20,24,19,18,22,12,27,29,38,12,1253,41,24.09615385,
P534,6,10,9,7,7,9,8,8,13,11,8,5,7,9,10,7,10,18,16,13,12,7,10,9,19,17,5,8,12,3,3,11,10,7,7,10,9,8,7,8,2,4,6,6,14,9,6,12,10,11,9,10,2,472,19,9.076923077,
P535,15,26,11,15,19,15,16,19,19,23,24,24,19,26,19,16,20,23,20,9,13,23,28,27,26,27,6,14,13,8,18,16,15,17,7,18,13,17,9,16,16,16,12,18,13,11,20,20,26,26,25,37,6,949,37,18.25,
P536,14,9,13,13,3,21,12,11,12,9,6,12,11,13,9,14,18,15,13,10,7,14,20,19,16,15,11,4,7,8,9,9,10,10,17,8,11,4,15,5,11,10,15,4,11,9,11,6,15,15,17,22,3,603,22,11.59615385,
P537,20,16,17,20,19,20,24,20,16,19,18,24,15,10,16,26,17,19,15,26,20,24,24,22,25,27,12,12,15,12,17,10,15,21,21,10,12,16,20,13,12,15,15,13,16,10,13,8,18,26,29,20,8,920,29,17.69230769,
P538,7,7,13,14,11,11,13,17,15,6,7,14,19,16,13,10,11,25,15,9,19,23,12,15,28,9,7,9,10,9,19,12,9,15,6,12,13,9,7,11,11,6,10,10,8,13,9,15,11,16,18,25,6,659,28,12.67307692,
P539,9,10,14,7,5,16,9,12,12,3,11,10,14,14,8,13,16,8,8,10,8,10,13,14,9,9,5,11,9,5,8,9,8,5,9,10,8,13,4,6,9,5,4,9,9,7,9,7,8,13,11,9,3,482,16,9.269230769,
P540,23,19,21,23,20,21,18,12,23,27,19,11,11,23,20,18,23,23,24,22,20,15,15,19,22,21,17,11,20,13,6,14,9,11,21,16,15,9,20,16,23,14,13,14,13,18,24,16,10,18,17,17,6,908,27,17.46153846,
P541,11,17,5,14,10,10,9,10,13,8,16,11,8,10,9,19,4,21,10,9,15,15,13,15,8,8,7,8,7,13,9,10,14,3,13,6,10,14,4,13,8,11,5,12,7,11,5,11,8,13,17,19,3,556,21,10.69230769,
P542,12,14,7,13,11,13,11,8,13,12,9,12,12,9,14,12,9,12,11,6,7,12,12,13,11,21,5,9,6,9,11,8,4,11,8,13,8,10,11,10,9,10,11,8,7,8,11,19,8,19,18,11,4,558,21,10.73076923,
P543,9,6,16,9,6,15,15,10,7,13,11,12,12,14,8,14,17,10,15,11,11,13,11,16,14,15,5,11,7,4,11,10,10,6,7,12,5,5,11,7,11,13,11,7,15,6,8,7,12,8,9,9,4,537,17,10.32692308,
P544,15,10,14,7,12,13,12,10,16,16,14,8,15,17,14,10,10,12,11,11,14,14,12,18,10,11,10,10,8,4,11,5,14,20,10,11,12,9,3,9,8,19,11,13,6,15,11,11,9,12,13,10,3,600,20,11.53846154,
P545,13,13,15,14,13,22,17,26,11,22,13,25,11,12,20,18,19,28,12,21,23,19,19,27,21,24,13,8,20,13,13,11,11,10,16,10,11,16,15,9,14,7,14,18,13,11,12,14,12,20,18,22,7,829,28,15.94230769,
P546,10,14,13,11,9,13,19,10,11,12,8,9,18,16,12,8,14,8,14,6,9,14,21,11,13,10,8,7,9,9,20,14,9,6,3,11,7,10,10,7,12,16,11,14,10,11,9,8,20,19,14,15,3,602,21,11.57692308,
P547,9,6,11,5,9,17,9,9,13,17,11,11,15,9,11,17,7,9,14,14,9,10,7,10,13,16,4,12,6,10,9,9,7,6,13,10,8,7,12,10,5,8,9,7,11,13,11,8,5,13,10,14,4,525,17,10.09615385,
P548,32,28,39,36,47,40,35,39,40,37,38,31,29,41,41,34,33,32,54,36,39,38,39,35,24,21,31,27,33,31,25,27,26,38,25,17,34,29,35,28,22,33,37,20,22,37,39,26,24,29,28,30,17,1691,54,32.51923077,
P549,35,29,40,32,33,30,36,42,40,44,40,38,34,34,36,38,31,35,44,38,36,41,33,38,31,34,20,24,27,31,25,18,35,19,34,23,20,28,27,34,19,35,18,35,20,34,31,33,30,25,30,18,18,1635,44,31.44230769,
P550,11,10,6,11,11,19,15,7,10,8,16,14,12,9,9,15,9,9,6,9,10,6,4,11,11,8,8,7,7,5,10,12,11,7,7,8,7,6,11,9,7,6,8,6,11,11,5,6,7,11,13,6,4,478,19,9.192307692,
P551,5,8,12,10,9,8,16,9,11,7,10,8,9,10,15,13,5,13,10,7,16,10,10,8,12,6,10,8,4,8,9,16,6,10,13,11,4,9,10,5,5,9,3,6,12,9,8,11,8,9,9,7,3,476,16,9.153846154,
P552,15,9,10,8,11,15,11,12,9,9,8,12,10,10,13,10,5,9,8,8,8,12,9,4,14,6,7,9,7,13,8,6,9,3,7,6,6,9,7,6,7,8,9,11,9,6,6,7,5,12,6,8,3,452,15,8.692307692,
P553,2,2,3,7,5,4,5,6,4,3,5,1,6,1,4,5,2,1,5,2,6,7,9,5,3,6,4,2,4,3,6,2,6,7,4,0,7,2,5,8,5,2,3,4,2,1,3,1,5,3,1,3,0,202,9,3.884615385,
P554,24,15,32,28,22,21,19,23,17,17,31,23,18,12,22,22,21,18,11,17,21,22,17,19,22,23,15,12,18,15,24,14,18,13,12,17,19,10,20,15,20,16,13,12,19,17,13,14,13,22,22,16,10,956,32,18.38461538,
P555,10,16,17,8,11,12,9,6,14,9,8,7,15,14,10,15,14,7,20,9,17,10,6,10,20,11,11,13,12,6,11,6,6,11,15,7,9,7,8,6,2,12,5,13,17,7,4,6,4,12,16,6,2,537,20,10.32692308,
P556,15,11,26,15,13,11,12,10,14,11,18,23,22,16,6,16,20,32,8,24,15,13,30,20,24,17,10,18,15,10,11,9,14,12,7,7,16,12,15,6,14,11,14,18,11,11,11,13,14,16,20,29,6,786,32,15.11538462,
P557,28,23,35,34,33,27,33,27,25,32,40,28,34,24,31,23,27,21,46,29,21,21,27,35,27,24,22,16,19,28,23,14,17,21,16,23,30,20,15,19,20,14,25,18,29,30,30,19,13,25,24,30,13,1315,46,25.28846154,
P558,15,10,15,13,16,8,8,16,14,9,9,13,18,10,13,12,15,15,17,12,19,8,15,15,17,13,8,11,9,6,14,5,16,12,7,17,11,5,11,9,9,8,6,14,11,15,6,8,11,9,15,21,5,619,21,11.90384615,
P559,11,13,4,19,10,13,8,11,6,15,17,12,14,12,20,12,11,10,13,9,16,13,10,12,22,11,12,11,9,7,12,9,10,7,7,15,8,14,7,7,13,13,6,14,8,8,10,8,10,7,16,14,4,586,22,11.26923077,
P560,9,9,3,7,11,8,10,11,11,9,11,16,10,14,9,10,12,12,9,7,13,10,18,15,6,14,4,7,3,7,5,5,11,4,13,10,7,10,10,9,10,14,7,8,9,8,11,12,7,9,10,15,3,499,18,9.596153846,
P561,6,5,1,3,1,7,2,11,4,8,3,5,4,5,5,4,7,9,7,4,1,5,2,4,4,6,3,6,2,3,6,0,2,3,0,0,3,4,4,5,1,1,2,3,1,5,5,3,4,5,4,5,0,203,11,3.903846154,
P562,6,5,0,4,4,4,5,7,5,9,2,7,0,4,2,6,5,5,5,7,3,0,1,4,6,2,3,5,0,4,3,5,5,8,0,1,8,1,5,3,6,4,4,6,1,2,3,6,9,9,5,6,0,220,9,4.230769231,
P563,5,19,5,11,10,15,10,6,9,7,11,11,11,7,8,10,17,5,11,10,10,9,8,9,12,7,7,4,6,3,3,13,4,7,7,7,7,9,6,8,5,4,7,10,10,8,7,12,10,13,11,9,3,450,19,8.653846154,
P564,13,4,8,9,6,10,4,12,11,13,12,12,14,13,7,13,11,6,8,11,26,10,9,10,9,5,4,8,7,7,5,8,7,7,9,15,10,9,16,8,13,7,6,9,11,9,10,5,5,5,4,10,4,480,26,9.230769231,
P565,4,7,10,11,8,13,14,11,11,9,7,8,7,8,9,5,9,8,7,5,12,15,10,10,10,9,3,7,4,7,9,12,9,5,6,10,6,7,5,9,6,8,13,7,6,6,11,12,12,6,8,10,3,441,15,8.480769231,
P566,24,26,22,24,20,13,17,21,18,18,21,30,22,24,15,22,28,18,17,22,17,18,17,13,23,19,16,18,8,23,19,15,21,15,16,17,7,21,17,22,12,13,20,8,15,19,7,20,22,7,14,25,7,946,30,18.19230769,
P567,3,7,1,9,6,5,1,5,2,5,5,4,8,8,2,5,7,2,3,1,4,6,5,2,2,4,2,3,3,2,1,4,4,5,6,2,8,2,7,3,5,2,2,4,5,2,3,2,4,2,1,3,1,199,9,3.826923077,
P568,4,2,1,5,2,2,2,4,5,5,2,0,3,0,5,5,2,1,3,2,4,5,3,5,6,11,6,1,1,4,4,3,2,3,3,2,2,3,0,5,1,0,3,4,3,4,6,4,2,4,5,4,0,168,11,3.230769231,
P569,1,3,4,1,2,1,2,4,1,5,6,7,1,4,1,2,4,5,2,4,1,4,4,5,4,6,2,1,3,2,0,2,3,0,3,2,5,1,1,1,3,5,1,0,1,3,3,2,2,4,4,1,0,139,7,2.673076923,
P570,2,2,0,2,0,2,3,2,1,4,3,2,3,3,4,2,4,4,4,5,2,4,5,5,6,2,0,0,0,5,3,1,1,5,0,1,4,2,3,0,2,1,2,1,2,0,5,3,1,1,8,4,0,131,8,2.519230769,
P571,4,3,6,6,4,6,8,10,4,2,2,10,2,7,3,5,8,7,6,5,3,5,5,12,8,13,4,4,4,3,3,7,0,3,1,5,8,2,7,3,5,3,4,2,4,10,5,7,6,9,3,11,0,277,13,5.326923077,
P572,2,0,0,0,1,3,0,0,0,2,0,3,0,2,2,3,1,1,0,1,2,1,0,2,4,3,1,0,0,0,1,1,4,2,3,2,2,0,0,2,1,1,3,2,2,2,2,0,0,3,0,5,0,72,5,1.384615385,
P573,1,2,4,4,2,2,3,0,6,2,3,2,5,1,2,6,7,4,3,3,6,7,2,11,6,3,4,1,2,5,5,3,2,2,2,4,4,2,0,2,2,3,4,1,5,3,4,1,2,1,3,5,0,169,11,3.25,
P574,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,2,2,0,0,1,0,0,0,28,2,0.538461538,
